sequence_id,pp_id,condition,length,tempo,variance,interval_i,stim_ioi,resp_iti
1_13,1,jittering,25,400,0.2,4,488.360884926218,329.32
1_13,1,jittering,25,400,0.2,5,302.385353604857,384.55
1_13,1,jittering,25,400,0.2,6,378.198490309134,497.05
1_13,1,jittering,25,400,0.2,7,448.052241252167,400.91
1_13,1,jittering,25,400,0.2,8,418.512600987578,378.41
1_13,1,jittering,25,400,0.2,9,344.017305794822,353.86
1_13,1,jittering,25,400,0.2,10,376.720261056702,413.18
1_13,1,jittering,25,400,0.2,11,460.874125954693,274.09
1_13,1,jittering,25,400,0.2,12,522.618425264947,460.23
1_13,1,jittering,25,400,0.2,13,380.100080990865,427.5
1_13,1,jittering,25,400,0.2,14,303.770937531834,546.14
1_13,1,jittering,25,400,0.2,15,407.065176454294,419.32
1_13,1,jittering,25,400,0.2,16,411.566896563299,302.73
1_13,1,jittering,25,400,0.2,17,384.316623568548,370.23
1_13,1,jittering,25,400,0.2,18,405.030593970495,349.77
1_13,1,jittering,25,400,0.2,19,392.89230587467,413.18
1_13,1,jittering,25,400,0.2,20,505.308465460179,374.32
1_13,1,jittering,25,400,0.2,21,371.114400347477,417.27
1_13,1,jittering,25,400,0.2,22,375.660287701319,556.36
1_13,1,jittering,25,400,0.2,23,213.423855637548,312.95
1_20,1,sampling,25,400,0.2,4,349.705455952558,349.77
1_20,1,sampling,25,400,0.2,5,474.98451272863,308.86
1_20,1,sampling,25,400,0.2,6,506.793829631764,468.41
1_20,1,sampling,25,400,0.2,7,424.772174563698,433.64
1_20,1,sampling,25,400,0.2,8,409.363864226162,462.27
1_20,1,sampling,25,400,0.2,9,623.641313768294,456.14
1_20,1,sampling,25,400,0.2,10,376.251660470328,495
1_20,1,sampling,25,400,0.2,11,535.305503148762,605.45
1_20,1,sampling,25,400,0.2,12,327.550330834413,349.77
1_20,1,sampling,25,400,0.2,13,359.406380049932,394.77
1_20,1,sampling,25,400,0.2,14,407.139069478393,597.27
1_20,1,sampling,25,400,0.2,15,457.86232965927,274.09
1_20,1,sampling,25,400,0.2,16,363.835173084063,378.41
1_20,1,sampling,25,400,0.2,17,423.019824891062,478.64
1_20,1,sampling,25,400,0.2,18,516.81184448467,321.14
1_20,1,sampling,25,400,0.2,19,419.653633099025,454.09
1_20,1,sampling,25,400,0.2,20,351.184306956337,540
1_20,1,sampling,25,400,0.2,21,427.318709770754,425.45
1_20,1,sampling,25,400,0.2,22,317.340989576907,398.86
1_20,1,sampling,25,400,0.2,23,510.627106130885,362.05
1_28,1,sampling,25,500,0.2,4,485.182861803976,492.95
1_28,1,sampling,25,500,0.2,5,467.156605006968,523.64
1_28,1,sampling,25,500,0.2,6,405.986035390225,439.77
1_28,1,sampling,25,500,0.2,7,391.114963617786,509.32
1_28,1,sampling,25,500,0.2,8,686.784592752546,409.09
1_28,1,sampling,25,500,0.2,9,433.4227917219,419.32
1_28,1,sampling,25,500,0.2,10,402.875556789905,525.68
1_28,1,sampling,25,500,0.2,11,423.632536883769,572.73
1_28,1,sampling,25,500,0.2,12,428.89809472179,388.64
1_28,1,sampling,25,500,0.2,13,636.848834419769,425.45
1_28,1,sampling,25,500,0.2,14,386.070711630947,419.32
1_28,1,sampling,25,500,0.2,15,513.369341194726,634.09
1_28,1,sampling,25,500,0.2,16,487.633618082528,398.86
1_28,1,sampling,25,500,0.2,17,608.668514568903,533.86
1_28,1,sampling,25,500,0.2,18,509.101553084651,439.77
1_28,1,sampling,25,500,0.2,19,414.27430430453,654.55
1_28,1,sampling,25,500,0.2,20,440.944279383424,474.55
1_28,1,sampling,25,500,0.2,21,481.577213005698,396.82
1_28,1,sampling,25,500,0.2,22,532.017645474492,484.77
1_28,1,sampling,25,500,0.2,23,474.402145610631,460.23
1_39,1,sampling,25,400,0.2,4,512.788592406041,335.45
1_39,1,sampling,25,400,0.2,5,357.666682078872,425.45
1_39,1,sampling,25,400,0.2,6,415.019419136189,501.14
1_39,1,sampling,25,400,0.2,7,385.128606040309,390.68
1_39,1,sampling,25,400,0.2,8,251.862888752491,423.41
1_39,1,sampling,25,400,0.2,9,403.17502470214,345.68
1_39,1,sampling,25,400,0.2,10,322.498999215837,382.5
1_39,1,sampling,25,400,0.2,11,385.467241457975,347.73
1_39,1,sampling,25,400,0.2,12,347.759793507873,325.23
1_39,1,sampling,25,400,0.2,13,403.23092380863,360
1_39,1,sampling,25,400,0.2,14,447.02911444787,360
1_39,1,sampling,25,400,0.2,15,455.830123543951,407.05
1_39,1,sampling,25,400,0.2,16,452.36434492229,374.32
1_39,1,sampling,25,400,0.2,17,278.127256502963,456.14
1_39,1,sampling,25,400,0.2,18,496.495479181774,431.59
1_39,1,sampling,25,400,0.2,19,417.882485808387,390.68
1_39,1,sampling,25,400,0.2,20,417.759527240973,423.41
1_39,1,sampling,25,400,0.2,21,348.097365297314,382.5
1_39,1,sampling,25,400,0.2,22,422.494537137365,439.77
1_39,1,sampling,25,400,0.2,23,391.310668890341,272.05
1_62,1,jittering,25,400,0.25,4,348.035585663998,331.36
1_62,1,jittering,25,400,0.25,5,506.462582228036,402.95
1_62,1,jittering,25,400,0.25,6,424.400923980445,321.14
1_62,1,jittering,25,400,0.25,7,343.578555140688,490.91
1_62,1,jittering,25,400,0.25,8,276.039141925683,405
1_62,1,jittering,25,400,0.25,9,417.903562166401,435.68
1_62,1,jittering,25,400,0.25,10,479.079605344277,323.18
1_62,1,jittering,25,400,0.25,11,295.507157150983,351.82
1_62,1,jittering,25,400,0.25,12,470.313418543496,415.23
1_62,1,jittering,25,400,0.25,13,361.542026830731,433.64
1_62,1,jittering,25,400,0.25,14,415.832364574077,364.09
1_62,1,jittering,25,400,0.25,15,395.739381377954,329.32
1_62,1,jittering,25,400,0.25,16,402.128327428838,431.59
1_62,1,jittering,25,400,0.25,17,416.060282013241,376.36
1_62,1,jittering,25,400,0.25,18,327.065812525156,372.27
1_62,1,jittering,25,400,0.25,19,475.316655379695,402.95
1_62,1,jittering,25,400,0.25,20,405.442694952409,364.09
1_62,1,jittering,25,400,0.25,21,328.467566665131,472.5
1_62,1,jittering,25,400,0.25,22,335.709287181386,384.55
1_62,1,jittering,25,400,0.25,23,615.48385059135,345.68
1_64,1,jittering,25,400,0.2,4,438.590117630688,339.55
1_64,1,jittering,25,400,0.2,5,330.652757269233,376.36
1_64,1,jittering,25,400,0.2,6,476.310367980222,386.59
1_64,1,jittering,25,400,0.2,7,299.780264781696,331.36
1_64,1,jittering,25,400,0.2,8,529.31759222981,445.91
1_64,1,jittering,25,400,0.2,9,351.937166275371,310.91
1_64,1,jittering,25,400,0.2,10,396.932884323915,495
1_64,1,jittering,25,400,0.2,11,341.604194773336,370.23
1_64,1,jittering,25,400,0.2,12,492.043049714149,405
1_64,1,jittering,25,400,0.2,13,359.680262449555,325.23
1_64,1,jittering,25,400,0.2,14,375.967564067271,507.27
1_64,1,jittering,25,400,0.2,15,460.09179042097,357.95
1_64,1,jittering,25,400,0.2,16,412.68026493972,419.32
1_64,1,jittering,25,400,0.2,17,321.03015975814,411.14
1_64,1,jittering,25,400,0.2,18,415.295878497671,400.91
1_64,1,jittering,25,400,0.2,19,476.143434457136,360
1_64,1,jittering,25,400,0.2,20,315.557064479888,398.86
1_64,1,jittering,25,400,0.2,21,426.614963040667,450
1_64,1,jittering,25,400,0.2,22,374.545884439005,392.73
1_64,1,jittering,25,400,0.2,23,467.348304894149,392.73
100_31,100,sampling,25,500,0.2,4,407.989677635411,392.73
100_31,100,sampling,25,500,0.2,5,500.381939889168,464.32
100_31,100,sampling,25,500,0.2,6,452.928165179447,454.09
100_31,100,sampling,25,500,0.2,7,642.214621631424,435.68
100_31,100,sampling,25,500,0.2,8,669.242487082799,920.45
100_31,100,sampling,25,500,0.2,9,535.512813931614,349.77
100_31,100,sampling,25,500,0.2,10,430.552999075545,562.5
100_31,100,sampling,25,500,0.2,11,569.87616576636,537.95
100_31,100,sampling,25,500,0.2,12,521.83109996792,470.45
100_31,100,sampling,25,500,0.2,13,491.616177053272,519.55
100_31,100,sampling,25,500,0.2,14,706.000411614214,531.82
100_31,100,sampling,25,500,0.2,15,585.27218821494,495
100_31,100,sampling,25,500,0.2,16,416.783993962537,627.95
100_31,100,sampling,25,500,0.2,17,631.519452592132,621.82
100_31,100,sampling,25,500,0.2,18,543.063666475564,423.41
100_31,100,sampling,25,500,0.2,19,464.283044112321,644.32
100_31,100,sampling,25,500,0.2,20,436.206791373019,495
100_31,100,sampling,25,500,0.2,21,419.394464089239,482.73
100_31,100,sampling,25,500,0.2,22,524.197595440923,460.23
100_31,100,sampling,25,500,0.2,23,584.845628907766,503.18
100_35,100,jittering,25,500,0.2,4,463.744226332869,470.45
100_35,100,jittering,25,500,0.2,5,575.316367798759,527.73
100_35,100,jittering,25,500,0.2,6,439.472127080602,480.68
100_35,100,jittering,25,500,0.2,7,560.957087339905,574.77
100_35,100,jittering,25,500,0.2,8,575.696244491937,505.23
100_35,100,jittering,25,500,0.2,9,332.968688382573,535.91
100_35,100,jittering,25,500,0.2,10,448.384303629934,492.95
100_35,100,jittering,25,500,0.2,11,464.274243456068,470.45
100_35,100,jittering,25,500,0.2,12,580.282169161282,490.91
100_35,100,jittering,25,500,0.2,13,574.272805597663,437.73
100_35,100,jittering,25,500,0.2,14,360.779845385448,640.23
100_35,100,jittering,25,500,0.2,15,648.767217135249,386.59
100_35,100,jittering,25,500,0.2,16,428.499666214965,570.68
100_35,100,jittering,25,500,0.2,17,431.672709280848,511.36
100_35,100,jittering,25,500,0.2,18,633.301947554108,484.77
100_35,100,jittering,25,500,0.2,19,478.854239079836,345.68
100_35,100,jittering,25,500,0.2,20,360.70595211098,640.23
100_35,100,jittering,25,500,0.2,21,703.977527952604,419.32
100_35,100,jittering,25,500,0.2,22,392.131866483416,715.91
100_35,100,jittering,25,500,0.2,23,586.708620731268,464.32
101_21,101,jittering,25,500,0.2,4,434.740775272874,546.14
101_21,101,jittering,25,500,0.2,5,694.458198322852,435.68
101_21,101,jittering,25,500,0.2,6,546.706565388563,425.45
101_21,101,jittering,25,500,0.2,7,332.694475984955,711.82
101_21,101,jittering,25,500,0.2,8,581.587203636615,482.73
101_21,101,jittering,25,500,0.2,9,321.558840774943,433.64
101_21,101,jittering,25,500,0.2,10,723.219856175013,450
101_21,101,jittering,25,500,0.2,11,447.559608429788,558.41
101_21,101,jittering,25,500,0.2,12,396.687439318334,566.59
101_21,101,jittering,25,500,0.2,13,557.16828620974,394.77
101_21,101,jittering,25,500,0.2,14,601.317845448229,458.18
101_21,101,jittering,25,500,0.2,15,315.529657076054,722.05
101_21,101,jittering,25,500,0.2,16,638.044173932594,492.95
101_21,101,jittering,25,500,0.2,17,523.661621482647,333.41
101_21,101,jittering,25,500,0.2,18,445.67381904254,523.64
101_21,101,jittering,25,500,0.2,19,474.629801335195,468.41
101_21,101,jittering,25,500,0.2,20,463.54598881427,529.77
101_21,101,jittering,25,500,0.2,21,531.984840444606,364.09
101_21,101,jittering,25,500,0.2,22,420.601166356579,589.09
101_21,101,jittering,25,500,0.2,23,611.923605458338,540
101_65,101,jittering,25,500,0.2,4,466.314332919728,433.64
101_65,101,jittering,25,500,0.2,5,572.445800992736,378.41
101_65,101,jittering,25,500,0.2,6,377.822998261233,576.82
101_65,101,jittering,25,500,0.2,7,601.16424780264,623.86
101_65,101,jittering,25,500,0.2,8,463.35576326681,298.64
101_65,101,jittering,25,500,0.2,9,428.890314316528,546.14
101_65,101,jittering,25,500,0.2,10,575.037521293635,439.77
101_65,101,jittering,25,500,0.2,11,587.729183514547,634.09
101_65,101,jittering,25,500,0.2,12,336.629154293752,435.68
101_65,101,jittering,25,500,0.2,13,655.09590421452,413.18
101_65,101,jittering,25,500,0.2,14,458.881722065939,488.86
101_65,101,jittering,25,500,0.2,15,378.6755563355,715.91
101_65,101,jittering,25,500,0.2,16,527.514087163956,441.82
101_65,101,jittering,25,500,0.2,17,526.870474570541,405
101_65,101,jittering,25,500,0.2,18,544.606491069722,345.68
101_65,101,jittering,25,500,0.2,19,554.058087423185,599.32
101_65,101,jittering,25,500,0.2,20,427.711601659879,720
101_65,101,jittering,25,500,0.2,21,582.579865966081,443.86
101_65,101,jittering,25,500,0.2,22,297.868692676577,474.55
101_65,101,jittering,25,500,0.2,23,715.352803074069,593.18
102_2,102,jittering,25,500,0.25,4,574.324444000995,423.41
102_2,102,jittering,25,500,0.25,5,414.483081920555,460.23
102_2,102,jittering,25,500,0.25,6,500.952799903144,521.59
102_2,102,jittering,25,500,0.25,7,536.508877711172,458.18
102_2,102,jittering,25,500,0.25,8,522.183527638804,503.18
102_2,102,jittering,25,500,0.25,9,362.190678564016,668.86
102_2,102,jittering,25,500,0.25,10,526.942846988634,394.77
102_2,102,jittering,25,500,0.25,11,586.732555820428,664.77
102_2,102,jittering,25,500,0.25,12,453.473707872741,505.23
102_2,102,jittering,25,500,0.25,13,543.309537888655,384.55
102_2,102,jittering,25,500,0.25,14,479.675527673564,517.5
102_2,102,jittering,25,500,0.25,15,354.215742747624,456.14
102_2,102,jittering,25,500,0.25,16,693.102391815771,439.77
102_2,102,jittering,25,500,0.25,17,343.464507294085,509.32
102_2,102,jittering,25,500,0.25,18,450.426636259908,533.86
102_2,102,jittering,25,500,0.25,19,628.248075766138,630
102_2,102,jittering,25,500,0.25,20,573.315272316026,411.14
102_2,102,jittering,25,500,0.25,21,531.165512242778,329.32
102_2,102,jittering,25,500,0.25,22,412.612320659644,664.77
102_2,102,jittering,25,500,0.25,23,470.393917716763,623.86
102_13,102,sampling,25,500,0.25,4,511.756726329911,476.59
102_13,102,sampling,25,500,0.25,5,373.258443327778,458.18
102_13,102,sampling,25,500,0.25,6,617.030592783584,568.64
102_13,102,sampling,25,500,0.25,7,634.855514657161,319.09
102_13,102,sampling,25,500,0.25,8,552.572651881746,576.82
102_13,102,sampling,25,500,0.25,9,464.550864953146,566.59
102_13,102,sampling,25,500,0.25,10,587.826582640174,558.41
102_13,102,sampling,25,500,0.25,11,429.919535790045,492.95
102_13,102,sampling,25,500,0.25,12,611.11016476343,566.59
102_13,102,sampling,25,500,0.25,13,480.451608118655,409.09
102_13,102,sampling,25,500,0.25,14,374.332204455754,660.68
102_13,102,sampling,25,500,0.25,15,701.60625782604,464.32
102_13,102,sampling,25,500,0.25,16,615.208090882295,476.59
102_13,102,sampling,25,500,0.25,17,588.285186361991,670.91
102_13,102,sampling,25,500,0.25,18,450.36211197818,630
102_13,102,sampling,25,500,0.25,19,571.271467716893,566.59
102_13,102,sampling,25,500,0.25,20,431.425420211965,458.18
102_13,102,sampling,25,500,0.25,21,373.952617740846,533.86
102_13,102,sampling,25,500,0.25,22,638.008727675598,470.45
102_13,102,sampling,25,500,0.25,23,656.221900807759,372.27
102_14,102,sampling,25,500,0.2,4,607.709194371691,548.18
102_14,102,sampling,25,500,0.2,5,494.470627670782,566.59
102_14,102,sampling,25,500,0.2,6,428.231884986239,591.14
102_14,102,sampling,25,500,0.2,7,575.664648400486,519.55
102_14,102,sampling,25,500,0.2,8,400.716069805834,474.55
102_14,102,sampling,25,500,0.2,9,464.483002027538,548.18
102_14,102,sampling,25,500,0.2,10,448.715950111738,329.32
102_14,102,sampling,25,500,0.2,11,524.195390940446,497.05
102_14,102,sampling,25,500,0.2,12,592.290575404417,396.82
102_14,102,sampling,25,500,0.2,13,550.048145543916,513.41
102_14,102,sampling,25,500,0.2,14,491.818308508961,601.36
102_14,102,sampling,25,500,0.2,15,453.203970895494,576.82
102_14,102,sampling,25,500,0.2,16,480.62524681459,474.55
102_14,102,sampling,25,500,0.2,17,343.728573947246,472.5
102_14,102,sampling,25,500,0.2,18,633.860985270625,480.68
102_14,102,sampling,25,500,0.2,19,455.413250696052,421.36
102_14,102,sampling,25,500,0.2,20,574.699088906702,519.55
102_14,102,sampling,25,500,0.2,21,508.134742924161,437.73
102_14,102,sampling,25,500,0.2,22,414.93367718891,613.64
102_14,102,sampling,25,500,0.2,23,388.784902122283,466.36
102_24,102,sampling,25,400,0.2,4,468.91793300602,460.23
102_24,102,sampling,25,400,0.2,5,464.105115210769,394.77
102_24,102,sampling,25,400,0.2,6,388.888882778482,452.05
102_24,102,sampling,25,400,0.2,7,392.983880630262,460.23
102_24,102,sampling,25,400,0.2,8,386.844376254102,390.68
102_24,102,sampling,25,400,0.2,9,412.835630381911,433.64
102_24,102,sampling,25,400,0.2,10,464.195664361343,364.09
102_24,102,sampling,25,400,0.2,11,419.834807161278,378.41
102_24,102,sampling,25,400,0.2,12,321.600135907224,466.36
102_24,102,sampling,25,400,0.2,13,410.918446183074,429.55
102_24,102,sampling,25,400,0.2,14,351.506504288507,357.95
102_24,102,sampling,25,400,0.2,15,430.60841687837,388.64
102_24,102,sampling,25,400,0.2,16,505.020257618746,366.14
102_24,102,sampling,25,400,0.2,17,383.513256545903,415.23
102_24,102,sampling,25,400,0.2,18,394.973020057035,470.45
102_24,102,sampling,25,400,0.2,19,339.10783395443,417.27
102_24,102,sampling,25,400,0.2,20,516.030354151394,396.82
102_24,102,sampling,25,400,0.2,21,261.378452005334,482.73
102_24,102,sampling,25,400,0.2,22,443.359756426382,398.86
102_24,102,sampling,25,400,0.2,23,380.839905225006,368.18
102_38,102,jittering,25,500,0.2,4,491.068507636839,660.68
102_38,102,jittering,25,500,0.2,5,456.512786762095,456.14
102_38,102,jittering,25,500,0.2,6,683.668061390867,533.86
102_38,102,jittering,25,500,0.2,7,344.068961681299,378.41
102_38,102,jittering,25,500,0.2,8,482.229504441763,601.36
102_38,102,jittering,25,500,0.2,9,608.544436565278,507.27
102_38,102,jittering,25,500,0.2,10,339.379863027416,464.32
102_38,102,jittering,25,500,0.2,11,666.166185240288,589.09
102_38,102,jittering,25,500,0.2,12,289.595971082155,470.45
102_38,102,jittering,25,500,0.2,13,684.522744261863,515.45
102_38,102,jittering,25,500,0.2,14,443.238021588986,421.36
102_38,102,jittering,25,500,0.2,15,375.786065223398,382.5
102_38,102,jittering,25,500,0.2,16,762.59867994664,675
102_38,102,jittering,25,500,0.2,17,294.394911773838,364.09
102_38,102,jittering,25,500,0.2,18,680.302063016044,593.18
102_38,102,jittering,25,500,0.2,19,462.729909962482,523.64
102_38,102,jittering,25,500,0.2,20,392.506236854813,521.59
102_38,102,jittering,25,500,0.2,21,455.733518159246,533.86
102_38,102,jittering,25,500,0.2,22,562.266066380929,474.55
102_38,102,jittering,25,500,0.2,23,551.217221214865,339.55
102_44,102,jittering,25,400,0.25,4,455.381455659173,474.55
102_44,102,jittering,25,400,0.25,5,345.827804307633,329.32
102_44,102,jittering,25,400,0.25,6,384.159403827237,421.36
102_44,102,jittering,25,400,0.25,7,557.34648818858,288.41
102_44,102,jittering,25,400,0.25,8,350.997356805623,460.23
102_44,102,jittering,25,400,0.25,9,289.032980923071,503.18
102_44,102,jittering,25,400,0.25,10,403.014371857101,382.5
102_44,102,jittering,25,400,0.25,11,389.926128300172,396.82
102_44,102,jittering,25,400,0.25,12,326.98885841114,339.55
102_44,102,jittering,25,400,0.25,13,429.335793893609,376.36
102_44,102,jittering,25,400,0.25,14,475.920731230505,292.5
102_44,102,jittering,25,400,0.25,15,492.898134835138,380.45
102_44,102,jittering,25,400,0.25,16,239.005280767496,439.77
102_44,102,jittering,25,400,0.25,17,462.216477468948,458.18
102_44,102,jittering,25,400,0.25,18,479.541381466496,278.18
102_44,102,jittering,25,400,0.25,19,274.169648522421,466.36
102_44,102,jittering,25,400,0.25,20,470.684957266681,458.18
102_44,102,jittering,25,400,0.25,21,360.76776489254,576.82
102_44,102,jittering,25,400,0.25,22,441.59678837844,237.27
102_44,102,jittering,25,400,0.25,23,269.955986791763,251.59
102_46,102,jittering,25,500,0.2,4,449.809882279665,550.23
102_46,102,jittering,25,500,0.2,5,487.441469118297,507.27
102_46,102,jittering,25,500,0.2,6,640.484210621936,466.36
102_46,102,jittering,25,500,0.2,7,457.866469761991,492.95
102_46,102,jittering,25,500,0.2,8,299.831428699689,681.14
102_46,102,jittering,25,500,0.2,9,535.744468453529,396.82
102_46,102,jittering,25,500,0.2,10,615.903932470696,429.55
102_46,102,jittering,25,500,0.2,11,480.826057307483,300.68
102_46,102,jittering,25,500,0.2,12,517.165001211266,632.05
102_46,102,jittering,25,500,0.2,13,496.597129903567,517.5
102_46,102,jittering,25,500,0.2,14,497.090165542943,591.14
102_46,102,jittering,25,500,0.2,15,522.622521934922,482.73
102_46,102,jittering,25,500,0.2,16,516.493982332316,476.59
102_46,102,jittering,25,500,0.2,17,460.271127450275,560.45
102_46,102,jittering,25,500,0.2,18,554.107994578904,497.05
102_46,102,jittering,25,500,0.2,19,441.930394705545,466.36
102_46,102,jittering,25,500,0.2,20,521.513165372222,531.82
102_46,102,jittering,25,500,0.2,21,488.922803330617,468.41
102_46,102,jittering,25,500,0.2,22,600.401828719072,554.32
102_46,102,jittering,25,500,0.2,23,323.759432664336,480.68
102_69,102,jittering,25,400,0.25,4,332.638407882635,384.55
102_69,102,jittering,25,400,0.25,5,424.628081603373,409.09
102_69,102,jittering,25,400,0.25,6,433.333955472917,335.45
102_69,102,jittering,25,400,0.25,7,300.369379346121,394.77
102_69,102,jittering,25,400,0.25,8,432.471535639854,392.73
102_69,102,jittering,25,400,0.25,9,403.979331845774,396.82
102_69,102,jittering,25,400,0.25,10,422.162486979972,417.27
102_69,102,jittering,25,400,0.25,11,462.803369850547,292.5
102_69,102,jittering,25,400,0.25,12,319.892765141187,495
102_69,102,jittering,25,400,0.25,13,465.896448206438,439.77
102_69,102,jittering,25,400,0.25,14,448.780019622634,360
102_69,102,jittering,25,400,0.25,15,247.861902061188,466.36
102_69,102,jittering,25,400,0.25,16,507.29074926873,443.86
102_69,102,jittering,25,400,0.25,17,401.612523149619,288.41
102_69,102,jittering,25,400,0.25,18,484.083244000882,421.36
102_69,102,jittering,25,400,0.25,19,270.817112675873,390.68
102_69,102,jittering,25,400,0.25,20,503.028296341455,495
102_69,102,jittering,25,400,0.25,21,453.949389433144,308.86
102_69,102,jittering,25,400,0.25,22,213.493824387389,519.55
102_69,102,jittering,25,400,0.25,23,424.53988303685,362.05
102_71,102,jittering,25,500,0.2,4,413.539480453181,347.73
102_71,102,jittering,25,500,0.2,5,771.040116223158,405
102_71,102,jittering,25,500,0.2,6,439.491419225287,429.55
102_71,102,jittering,25,500,0.2,7,432.491709504518,736.36
102_71,102,jittering,25,500,0.2,8,418.205313307174,454.09
102_71,102,jittering,25,500,0.2,9,643.654855950439,525.68
102_71,102,jittering,25,500,0.2,10,403.952206012441,376.36
102_71,102,jittering,25,500,0.2,11,607.347400752784,615.68
102_71,102,jittering,25,500,0.2,12,487.395666299125,380.45
102_71,102,jittering,25,500,0.2,13,568.355930334138,550.23
102_71,102,jittering,25,500,0.2,14,349.011747226511,511.36
102_71,102,jittering,25,500,0.2,15,557.655202723417,533.86
102_71,102,jittering,25,500,0.2,16,457.120755254362,460.23
102_71,102,jittering,25,500,0.2,17,498.857330839644,515.45
102_71,102,jittering,25,500,0.2,18,442.589106988245,415.23
102_71,102,jittering,25,500,0.2,19,552.200287243357,476.59
102_71,102,jittering,25,500,0.2,20,516.503830510834,521.59
102_71,102,jittering,25,500,0.2,21,538.651205222872,540
102_71,102,jittering,25,500,0.2,22,506.791639160883,464.32
102_71,102,jittering,25,500,0.2,23,414.60698384514,623.86
102_78,102,sampling,25,500,0.2,4,530.854300926329,556.36
102_78,102,sampling,25,500,0.2,5,419.334119602892,531.82
102_78,102,sampling,25,500,0.2,6,582.793906061567,533.86
102_78,102,sampling,25,500,0.2,7,361.489784791657,443.86
102_78,102,sampling,25,500,0.2,8,593.424027570922,535.91
102_78,102,sampling,25,500,0.2,9,512.400032620404,372.27
102_78,102,sampling,25,500,0.2,10,456.903984313361,627.95
102_78,102,sampling,25,500,0.2,11,525.332818612151,499.09
102_78,102,sampling,25,500,0.2,12,369.224273553713,488.86
102_78,102,sampling,25,500,0.2,13,550.31877420874,488.86
102_78,102,sampling,25,500,0.2,14,436.181074286986,486.82
102_78,102,sampling,25,500,0.2,15,513.773277291352,523.64
102_78,102,sampling,25,500,0.2,16,494.007272287191,392.73
102_78,102,sampling,25,500,0.2,17,600.83903153736,591.14
102_78,102,sampling,25,500,0.2,18,665.044337144027,413.18
102_78,102,sampling,25,500,0.2,19,523.475826793521,642.27
102_78,102,sampling,25,500,0.2,20,563.684490816015,720
102_78,102,sampling,25,500,0.2,21,505.477425014267,540
102_78,102,sampling,25,500,0.2,22,583.56326912415,603.41
102_78,102,sampling,25,500,0.2,23,276.415146036976,527.73
107_11,107,jittering,25,500,0.2,4,470.342602431852,441.82
107_11,107,jittering,25,500,0.2,5,567.129585822163,458.18
107_11,107,jittering,25,500,0.2,6,472.661589143013,515.45
107_11,107,jittering,25,500,0.2,7,420.033312970884,542.05
107_11,107,jittering,25,500,0.2,8,427.032653602184,462.27
107_11,107,jittering,25,500,0.2,9,611.458936448909,476.59
107_11,107,jittering,25,500,0.2,10,629.668609678102,474.55
107_11,107,jittering,25,500,0.2,11,458.195562193755,533.86
107_11,107,jittering,25,500,0.2,12,443.268289069192,578.86
107_11,107,jittering,25,500,0.2,13,623.567192509697,484.77
107_11,107,jittering,25,500,0.2,14,445.619814196267,462.27
107_11,107,jittering,25,500,0.2,15,446.319628146851,630
107_11,107,jittering,25,500,0.2,16,421.864975171851,513.41
107_11,107,jittering,25,500,0.2,17,589.991445931538,437.73
107_11,107,jittering,25,500,0.2,18,571.534412617615,468.41
107_11,107,jittering,25,500,0.2,19,399.868446136907,511.36
107_11,107,jittering,25,500,0.2,20,470.611428162267,521.59
107_11,107,jittering,25,500,0.2,21,591.005535481821,427.5
107_11,107,jittering,25,500,0.2,22,402.151249789846,474.55
107_11,107,jittering,25,500,0.2,23,495.622590945703,595.23
11_53,11,jittering,25,400,0.25,4,299.21890661723,421.36
11_53,11,jittering,25,400,0.25,5,418.195150328915,466.36
11_53,11,jittering,25,400,0.25,6,428.075412510452,345.68
11_53,11,jittering,25,400,0.25,7,453.500820900567,378.41
11_53,11,jittering,25,400,0.25,8,456.778225304744,443.86
11_53,11,jittering,25,400,0.25,9,217.111200848716,431.59
11_53,11,jittering,25,400,0.25,10,375.639550096277,380.45
11_53,11,jittering,25,400,0.25,11,457.908630448338,200.45
11_53,11,jittering,25,400,0.25,12,576.243380180054,634.09
11_53,11,jittering,25,400,0.25,13,303.826669664291,366.14
11_53,11,jittering,25,400,0.25,14,312.410706654507,499.09
11_53,11,jittering,25,400,0.25,15,328.254069238494,292.5
11_53,11,jittering,25,400,0.25,16,532.743306094543,339.55
11_53,11,jittering,25,400,0.25,17,315.837815606545,306.82
11_53,11,jittering,25,400,0.25,18,303.910077025703,409.09
11_53,11,jittering,25,400,0.25,19,569.047863806884,441.82
11_53,11,jittering,25,400,0.25,20,455.23090404187,613.64
11_53,11,jittering,25,400,0.25,21,381.866157494222,312.95
11_53,11,jittering,25,400,0.25,22,303.84164408395,360
11_53,11,jittering,25,400,0.25,23,425.862289115241,450
11_54,11,sampling,25,500,0.25,4,310.767125785336,609.55
11_54,11,sampling,25,500,0.25,5,613.654761927191,603.41
11_54,11,sampling,25,500,0.25,6,500.217370346653,681.14
11_54,11,sampling,25,500,0.25,7,280.135775339333,384.55
11_54,11,sampling,25,500,0.25,8,544.188577769055,492.95
11_54,11,sampling,25,500,0.25,9,513.90878162107,329.32
11_54,11,sampling,25,500,0.25,10,348.055253983446,447.95
11_54,11,sampling,25,500,0.25,11,443.393100493636,472.5
11_54,11,sampling,25,500,0.25,12,628.884968458864,405
11_54,11,sampling,25,500,0.25,13,527.838549668521,779.32
11_54,11,sampling,25,500,0.25,14,564.305070670229,243.41
11_54,11,sampling,25,500,0.25,15,538.370072665206,505.23
